song,performer,chart_position,previous_position,peak,weeks_on_chart,hitTF,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2 Much,Justin Bieber,68,0,68,1,1,0oaY19dUwZimIgzn3ZZLZO,0.583,0.444,9.0,-8.601,1.0,0.0456,0.593,0.0,0.353,0.167,119.59,152796.0,4.0
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,19,40,8,9,1,6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,173711.0,4.0
4 Da Gang,42 Dugg & Roddy Ricch,87,83,67,6,1,4KIkADzoVm3A10E9qyjsQ5,0.871,0.545,7.0,-10.489,1.0,0.189,0.0143,0.0,0.148,0.722,100.482,155720.0,4.0
7 Summers,Morgan Wallen,35,23,6,24,1,4obHzpwGrjoTuZh2DItEMZ,0.466,0.786,0.0,-5.13,1.0,0.0328,0.417,6.1e-05,0.125,0.571,203.903,210507.0,4.0
865,Morgan Wallen,76,77,46,5,1,0sKEilrw1GrBlG6qsTCrP4,0.532,0.584,8.0,-5.254,1.0,0.0248,0.723,0.0,0.101,0.367,88.003,190680.0,4.0
A Holly Jolly Christmas,Burl Ives,17,4,4,20,1,77khP2fIVhSW23NwxrRluh,0.683,0.375,0.0,-13.056,1.0,0.0303,0.579,0.0,0.076,0.888,140.467,135533.0,4.0
AP,Pop Smoke,99,64,64,2,1,17vGPZ5EsdvtgAOCD4FLWI,0.751,0.744,1.0,-6.859,1.0,0.177,0.152,0.000568,0.252,0.634,148.014,171892.0,4.0
Adderall (Corvette Corvette),Popp Hunna,99,90,74,6,1,3aAmQOxRPeKDL0HMWFA5qn,0.913,0.391,4.0,-11.158,0.0,0.368,0.272,0.0,0.0666,0.713,141.05,136224.0,4.0
Afterglow,Ed Sheeran,65,57,29,9,1,0E4Y1XIbs8GrAT1YqVy6dq,0.641,0.324,11.0,-5.851,1.0,0.0299,0.698,0.0,0.328,0.273,110.184,185487.0,4.0
Ain't Always The Cowboy,Jon Pardi,76,83,55,18,1,77XoAnllT85lmR9WP0D8dS,0.539,0.837,9.0,-3.458,1.0,0.0385,0.0094,0.0,0.262,0.551,151.913,220881.0,4.0
All I Got,Rod Wave,71,0,71,1,1,4WjKemXvKTBbNFXZlQSxtf,0.516,0.509,1.0,-9.611,1.0,0.443,0.415,0.0,0.708,0.682,75.927,193455.0,1.0
All I Know So Far,P!nk,74,0,74,1,1,4LmN3eU1R1vVEdKuDELpGk,0.578,0.639,4.0,-5.749,1.0,0.0374,0.0586,0.0,0.0944,0.296,108.045,277413.0,4.0
All I Want For Christmas Is You,Mariah Carey,9,1,1,44,1,0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,7.0,-7.463,1.0,0.0384,0.164,0.0,0.0708,0.35,150.273,241107.0,4.0
Almost Maybes,Jordan Davis,86,73,73,9,1,14JFKtBSqefxfMiKhq6JT8,0.582,0.868,11.0,-3.927,1.0,0.0522,0.146,0.0,0.103,0.555,90.105,179153.0,4.0
Antes,Anuel AA & Ozuna,100,0,100,1,1,73O30uMI7n6DuzBmbtO7kC,0.817,0.737,6.0,-5.453,0.0,0.102,0.046,1.57e-05,0.092,0.67,93.985,206587.0,4.0
Anyone,Justin Bieber,31,33,6,9,1,31qCy5ZaophVA81wtlwLc4,0.686,0.538,2.0,-8.026,1.0,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779.0,4.0
Arcade,Duncan Laurence,78,89,78,5,1,1Xi84slp6FryDSCbzq4UCD,0.45,0.329,9.0,-12.603,0.0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624.0,3.0
As I Am,Justin Bieber Featuring Khalid,92,72,43,3,1,4MmMxyew8yq1OEyJOMaX6M,0.608,0.547,11.0,-8.151,1.0,0.0368,0.131,0.0,0.0974,0.108,99.947,174406.0,4.0
Astronaut In The Ocean,Masked Wolf,10,10,10,9,1,3Ofmpyhv5UAQ70mENzB277,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,132780.0,4.0
B.S.,Jhene Aiko Featuring H.E.R.,56,52,24,23,1,63wx9vdskaXbYxyDx4oJCZ,0.617,0.525,8.0,-10.426,0.0,0.12,0.554,1.1e-06,0.135,0.377,135.781,212867.0,4.0
Back In Blood,Pooh Shiesty Featuring Lil Durk,13,13,13,9,1,7JuHVG3qQKQKxC4doneXVW,0.759,0.538,8.0,-8.256,0.0,0.384,0.151,0.0,0.126,0.831,146.933,184490.0,4.0
Back To The Streets,Saweetie Featuring Jhene Aiko,58,68,58,9,1,3MEruRteiUZXkStfTlZqRn,0.865,0.792,4.0,-4.207,1.0,0.0677,0.168,1.46e-05,0.107,0.562,101.985,189496.0,4.0
Backdoor,Lil Durk,95,0,62,4,1,1MUsTqcuOaBeMnEL73K4fS,0.665,0.549,4.0,-7.597,0.0,0.311,0.107,3.51e-06,0.27,0.229,82.069,200000.0,4.0
Bad Boy,Juice WRLD & Young Thug,98,83,22,5,1,43CIWpJaJHRcI4mUSjqgc2,0.697,0.674,1.0,-6.326,1.0,0.0533,0.00215,0.0,0.138,0.198,81.535,157355.0,4.0
Baila Conmigo,Selena Gomez With Rauw Alejandro,84,0,74,2,1,079Ey5uxL04AKPQgVQwx5h,0.823,0.544,5.0,-7.132,1.0,0.0715,0.0215,0.00315,0.0966,0.664,149.903,186088.0,4.0
Bandido,Myke Towers & Juhn,98,91,82,7,1,1xK1Gg9SxG8fy2Ya373oqb,0.713,0.617,8.0,-4.637,1.0,0.0887,0.122,0.0,0.0962,0.682,168.021,232853.0,4.0
Bang!,AJR,35,31,8,35,1,53BHUFdQphHiZUUG3nx9zn,0.74,0.516,1.0,-6.233,0.0,0.0507,0.0183,0.0,0.0558,0.698,139.918,170858.0,4.0
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,20,25,15,9,1,6toQdWWc4noiOk3Eo5mVDS,0.853,0.426,1.0,-6.812,1.0,0.374,0.0765,0.0,0.104,0.201,160.051,200424.0,4.0
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,19,18,18,9,1,6fRxMU4LWwyaSSowV441IU,0.713,0.676,10.0,-5.483,1.0,0.027,0.0377,0.0,0.154,0.721,99.048,227395.0,4.0
Beers And Sunshine,Darius Rucker,46,55,46,9,1,36ISlLb12gKuCCVTYXC0gb,0.57,0.645,5.0,-5.816,1.0,0.0304,0.134,0.0,0.147,0.677,81.084,178279.0,4.0
Before You Go,Lewis Capaldi,33,32,9,52,1,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,215107.0,4.0
Best Friend,Saweetie Featuring Doja Cat,22,22,22,9,1,2etHQJxIbV0soyPhelVs9Y,0.84,0.766,4.0,-4.12,1.0,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,155884.0,4.0
Better Days,Ant Clemons Featuring Justin Timberlake,94,0,94,1,1,2K0r5GD5zYlEMx2M7ZMcqG,0.626,0.726,5.0,-5.015,1.0,0.0376,0.235,0.0,0.304,0.257,89.132,144530.0,4.0
Better Together,Luke Combs,47,44,15,25,1,6gdLyYNuhWBzqwlOFSsXC7,0.552,0.225,0.0,-11.501,1.0,0.0477,0.827,0.0,0.111,0.67,138.002,219573.0,4.0
Bichota,Karol G,75,88,73,9,1,7vrJn5hDSXRmdXoR30KgF1,0.863,0.666,1.0,-4.158,0.0,0.152,0.212,0.000493,0.103,0.838,163.908,178947.0,4.0
Big Gangsta,Kevin Gates,92,88,81,5,1,2HYvkdq6lpFXkVz9Tfqi8r,0.879,0.574,10.0,-5.602,0.0,0.391,0.519,8.76e-06,0.144,0.346,144.911,243463.0,4.0
Big Paper,DJ Khaled Featuring Cardi B,84,0,84,1,1,2ES75ADP1RR9TQmYqtDtyB,0.725,0.638,1.0,-4.906,1.0,0.204,0.00838,0.0,0.104,0.316,119.795,159538.0,5.0
Big Purr (Prrdd),Coi Leray & Pooh Shiesty,89,82,69,3,1,5byWPNSh2hi0ULmDxBgLyV,0.774,0.412,1.0,-8.619,1.0,0.378,0.026,0.0,0.088,0.38,139.943,116760.0,4.0
"Big, Big Plans",Chris Lane,89,86,42,20,1,7yNJCsUH3tXlpQiHSsAc5l,0.574,0.58,7.0,-6.091,1.0,0.0278,0.076,0.0,0.12,0.4,149.974,187307.0,4.0
Blame It On You,Jason Aldean,71,87,71,3,1,2CwG4BXIlGmmYLDmDvwMTH,0.484,0.783,2.0,-5.334,1.0,0.0308,0.0957,0.000118,0.107,0.594,137.918,215360.0,4.0
Blame On You,Rod Wave,65,0,65,1,1,2wv6Kof28CpUCVkSuATXW9,0.697,0.684,1.0,-7.272,0.0,0.187,0.264,0.0,0.0398,0.712,161.922,165926.0,4.0
Blinding Lights,The Weeknd,12,11,1,75,1,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,4.0
Body,Megan Thee Stallion,16,20,12,9,1,0A1hoCfMLkiAgvhWkkucJa,0.914,0.732,8.0,-6.1,0.0,0.241,0.0166,0.0,0.107,0.469,94.066,171067.0,4.0
Body In Motion,"DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch",79,0,79,1,1,1IZGMPe57hATuLJgmMR4eP,0.669,0.687,6.0,-5.782,0.0,0.12,0.009,0.0,0.508,0.335,91.969,306194.0,4.0
Botella Tras Botella,Gera MX + Christian Nodal,89,76,60,3,1,2MnLkFqY9Rpg9s3Zv6ZJdK,0.727,0.546,0.0,-4.572,1.0,0.0437,0.656,0.0,0.122,0.69,106.891,197333.0,4.0
Box Of Churches,Pooh Shiesty Featuring 21 Savage,81,0,81,1,1,7nqrlx3FhUaURA80jJjSdD,0.797,0.605,2.0,-7.9,0.0,0.377,0.144,0.0,0.35,0.518,139.963,185402.0,4.0
Breaking Up Was Easy In The 90's,Sam Hunt,46,49,46,9,1,4sf2L157iEgAR7yrCNLgSq,0.562,0.649,9.0,-5.4,1.0,0.0494,0.231,0.0,0.341,0.376,145.913,215933.0,4.0
Buss It,Erica Banks,61,57,47,9,1,25j0Sape7qZbq6ZPLFefTT,0.956,0.502,9.0,-5.995,1.0,0.213,0.0593,0.0,0.238,0.795,110.003,187000.0,4.0
Calling My Phone,Lil Tjay Featuring 6LACK,13,11,3,9,1,3J8EOeKLTLXORtWPpOU5bE,0.907,0.393,4.0,-7.636,0.0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458.0,4.0
Came And Saw,Young Thug Featuring Rowdy Rebel,66,0,66,1,1,3GkEnNf2RWmdwkA2FfjQ3g,0.771,0.817,2.0,-6.791,1.0,0.214,0.306,0.0,0.155,0.554,123.952,174413.0,4.0
Champagne Night,Lady A,93,62,33,14,1,48F2xnWq3LuzYWML327Z2r,0.523,0.927,4.0,-2.796,1.0,0.0489,0.0272,5.98e-06,0.168,0.939,149.929,185070.0,4.0
Chasing After You,Ryan Hurd With Maren Morris,90,0,90,3,1,1ZIKpMTRPqhwAoVXWY3tXI,0.596,0.679,4.0,-6.395,1.0,0.0394,0.723,0.0,0.116,0.479,131.912,207974.0,4.0
Chicken Tendies,Clinton Kane,88,0,88,1,1,0awuNCj9gwJEM0seER22DW,0.57,0.689,7.0,-6.242,1.0,0.147,0.358,0.0,0.0819,0.568,100.087,196844.0,4.0
Clear Da Air,Moneybagg Yo,100,0,100,1,1,6YkP0P7VPAENzoRjy8ojV2,0.818,0.583,1.0,-7.525,1.0,0.285,0.0551,0.0,0.213,0.17,129.811,192256.0,4.0
Clouds,NF,93,0,53,2,1,5UMMPHPp6vRP6ghPpSUOzp,0.793,0.65,1.0,-3.944,1.0,0.397,0.371,0.0,0.854,0.809,128.111,243750.0,4.0
Come Through,H.E.R. Featuring Chris Brown,64,0,64,1,1,3krZxyBsWEHfEfJegYaWTd,0.615,0.422,5.0,-8.019,0.0,0.0504,0.604,0.0,0.112,0.185,135.859,214094.0,5.0
Country Again,Thomas Rhett,95,73,73,2,1,3CiF9D8iuVhZWDvvjf8HpG,0.467,0.481,2.0,-6.947,1.0,0.0255,0.227,0.000189,0.11,0.248,147.886,221240.0,4.0
Cover Me Up,Morgan Wallen,97,95,52,9,1,0mKnuxVkPi5h0kuvZl44VM,0.549,0.44,7.0,-8.192,1.0,0.0264,0.232,7.37e-06,0.107,0.214,128.01,293707.0,3.0
Cry Baby,Megan Thee Stallion Featuring DaBaby,43,54,43,9,1,4aarlAfLKVCTxUDNgbwhjH,0.957,0.437,11.0,-7.882,1.0,0.359,0.00402,0.0,0.219,0.616,130.058,137984.0,4.0
Dakiti,Bad Bunny & Jhay Cortez,20,34,5,9,1,47EiUVwUp4C9fGccaPuUCS,0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090.0,4.0
Damage,H.E.R.,47,51,47,9,1,0KS2h61pHQ4WmOwruD7uxD,0.646,0.696,1.0,-6.505,1.0,0.065,0.113,0.0,0.115,0.18,81.336,223415.0,4.0
Dancing With The Devil,Demi Lovato,98,56,56,2,1,2kONpeXXK70YEs7c0UQbmq,0.413,0.64,8.0,-5.811,1.0,0.0427,0.273,0.0,0.11,0.149,75.245,243992.0,4.0
Dangerous,Morgan Wallen,90,98,62,4,1,1MX19fnaW1OUQoglWTYaOo,0.635,0.772,7.0,-4.825,1.0,0.0279,0.216,0.0,0.285,0.948,119.017,147893.0,4.0
Daywalker!,Machine Gun Kelly & CORPSE,88,0,88,1,1,2NnJpRXIlx35Vij3bPZO0h,0.632,0.922,7.0,-2.173,1.0,0.0794,0.00558,1.81e-05,0.0927,0.497,88.972,137747.0,4.0
De Una Vez,Selena Gomez,92,0,92,1,1,1v3lhrZEsOcazqR2QIyyRu,0.659,0.479,11.0,-6.79,0.0,0.2,0.152,0.0025,0.268,0.0395,163.882,155956.0,4.0
Death Ain't Easy,Lil Durk,93,0,93,1,1,6Op06b1puMDN89u3o224CQ,0.793,0.549,1.0,-9.96,1.0,0.285,0.042,0.0,0.118,0.55,90.014,192052.0,4.0
Deja Vu,Olivia Rodrigo,17,15,8,6,1,61KpQadow081I2AsbeLcsb,0.439,0.61,9.0,-7.236,1.0,0.116,0.593,1.07e-05,0.341,0.172,181.088,215508.0,4.0
Deserve You,Justin Bieber,76,0,76,1,1,5NU40QTlXrDUJzDBdv79bg,0.677,0.633,7.0,-7.831,1.0,0.0771,0.0314,0.0,0.112,0.409,89.934,187239.0,4.0
Diamonds,Sam Smith,59,49,39,20,1,5hvwx5i67IwnCkjl9VHkNv,0.653,0.667,10.0,-6.764,0.0,0.0423,0.154,0.0,0.107,0.556,104.181,213869.0,4.0
Diamonds Dancing,Young Thug & Gunna Featuring Travis Scott,46,0,46,1,1,7uZqvqXzzYMKrexKxdcGmd,0.851,0.703,4.0,-7.351,0.0,0.303,0.00949,2.57e-05,0.0895,0.596,74.017,242600.0,4.0
Die For You,Justin Bieber Featuring Dominic Fike,81,0,81,1,1,2Ch7LmS7r2Gy2kc64wv3Bz,0.582,0.525,1.0,-7.163,0.0,0.0627,0.111,0.0,0.134,0.51,133.249,260253.0,4.0
Don't Forget,Rod Wave,63,0,63,1,1,6aCC0TK1IJPALdwniMbok3,0.662,0.641,3.0,-5.013,0.0,0.21,0.498,0.0,0.315,0.882,172.93,249579.0,4.0
Down To One,Luke Bryan,37,46,37,9,1,6QpZSfLid1YZ6c01BvB5jH,0.62,0.776,8.0,-4.109,1.0,0.0365,0.358,4.31e-05,0.11,0.551,93.963,221633.0,4.0
Drankin N Smokin,Future & Lil Uzi Vert,93,90,31,9,1,0k7wmahjkn389wAZdz19Cv,0.752,0.658,0.0,-6.297,1.0,0.342,0.0421,0.0,0.0927,0.387,151.951,213520.0,4.0
Drivers License,Olivia Rodrigo,5,1,1,9,1,7lPN2DXiMsVn7XUKtOW1CS,0.585,0.436,10.0,-8.761,1.0,0.0601,0.721,1.31e-05,0.105,0.132,143.874,242014.0,4.0
Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,98,0,79,4,1,0QULNNd9z5s35entfiiXoa,0.612,0.884,5.0,-4.4,1.0,0.0459,0.00516,0.0,0.0997,0.626,119.991,245626.0,4.0
Durag Activity,Baby Keem & Travis Scott,85,0,85,1,1,4JJcP0Rv9AgyPD6ZGaC8EE,0.89,0.701,0.0,-5.712,0.0,0.342,0.00306,3.06e-06,0.0895,0.505,80.462,225020.0,4.0
Dynamite,BTS,30,26,1,32,1,4saklk6nie3yiGePpBwUoc,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054.0,4.0
Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,21,20,20,2,1,1EJIcDYXwSqipW5dFe4uJz,0.477,0.727,2.0,-4.053,1.0,0.286,0.000866,0.0,0.108,0.227,150.062,236524.0,4.0
Everywhere But On,Matt Stell,96,0,48,12,1,0ifYeH4gNXEyba41xr3I1w,0.563,0.722,6.0,-3.972,1.0,0.0279,0.0345,0.0,0.0795,0.309,149.903,192587.0,4.0
Fake Woke,Tom MacDonald,96,0,96,1,1,22N2WWWq3pGweYgP5o5q7w,0.661,0.603,8.0,-6.805,1.0,0.133,0.0971,0.0,0.127,0.158,89.94,252000.0,4.0
Famous Friends,Chris Young + Kane Brown,61,66,61,7,1,4iXDn9pu5Q9sxv45vE8Lak,0.533,0.855,6.0,-2.901,1.0,0.0356,0.0553,0.0,0.335,0.64,102.017,165569.0,4.0
Fearless (Taylor's Version),Taylor Swift,71,0,71,1,1,0CrFthvOHQZ6fvyzk3JYWW,0.452,0.835,5.0,-6.764,1.0,0.0304,0.279,0.53,0.23,0.311,99.971,236855.0,4.0
Feliz Navidad,Jose Feliciano,39,6,6,15,1,0oPdaY4dXtc3ZsaG17V972,0.513,0.831,2.0,-9.004,1.0,0.0383,0.55,0.0,0.336,0.963,148.837,182067.0,4.0
Fifteen (Taylor's Version),Taylor Swift,88,0,88,1,1,2xAbbmHBTPmMzpKjk6afdE,0.559,0.646,7.0,-4.61,1.0,0.0272,0.116,0.0,0.32,0.289,95.466,294419.0,4.0
Film Out,BTS,81,0,81,1,1,3UHPGOkUcE4hE7sqBF4Snt,0.499,0.709,10.0,-6.404,1.0,0.134,0.296,0.0,0.331,0.314,164.032,214621.0,4.0
Final Warning,NLE Choppa,90,0,90,1,1,3LVcKphzONOdQ2EATazlZq,0.847,0.912,11.0,-3.129,1.0,0.257,0.0781,0.0,0.142,0.88,81.486,156895.0,4.0
Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,97,91,39,7,1,15bnyEOUVRkwWlxR4F7xzF,0.738,0.885,1.0,-4.159,0.0,0.126,0.213,0.0,0.098,0.49,100.508,186283.0,3.0
Follow You,Imagine Dragons,68,75,68,6,1,7FdUvDkaE24o3FPIWTvzv2,0.542,0.732,9.0,-5.956,1.0,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,175644.0,4.0
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,45,40,6,43,1,0PvFJmanyNQMseIFrU708S,0.823,0.586,6.0,-6.606,0.0,0.2,0.114,0.0,0.193,0.347,125.971,190476.0,4.0
Forever & Always (Taylor's Version),Taylor Swift,65,0,65,1,1,5tT7zDTuOAMcl1O9PHj169,0.598,0.821,10.0,-4.433,1.0,0.0447,0.0231,0.0,0.143,0.673,128.03,225328.0,4.0
Forever After All,Luke Combs,22,23,2,29,1,6IBcOGPsniK3Pso1wHIhew,0.487,0.65,0.0,-5.195,1.0,0.0253,0.191,0.0,0.0933,0.456,151.964,232533.0,4.0
Free Promo,Moneybagg Yo Featuring Polo G & Lil Durk,80,0,80,1,1,1HjTPHXn4awvfwhjclnjfZ,0.774,0.627,1.0,-6.874,1.0,0.246,0.0236,0.0,0.181,0.437,155.116,179398.0,4.0
GNF (OKOKOK),Polo G,55,0,55,1,1,1A8990rtwHQ417l3yADe5t,0.753,0.659,8.0,-9.671,1.0,0.416,0.659,0.0,0.098,0.459,146.022,116256.0,4.0
Ghost,Justin Bieber,66,0,66,1,1,7vgTNTaEz3CsBZ1N4YQalM,0.573,0.545,7.0,-4.247,0.0,0.0288,0.0969,0.0,0.329,0.297,83.378,271387.0,4.0
Girl Like Me,Black Eyed Peas X Shakira,70,69,67,9,1,1zLBsSVxETQOfINOLYvT5m,0.965,0.485,2.0,-8.784,1.0,0.191,0.0206,0.0237,0.0655,0.312,124.025,222523.0,4.0
Glad You Exist,Dan + Shay,85,92,63,9,1,472vIK1ldetTxRxG3ovaiY,0.748,0.551,11.0,-6.12,1.0,0.0349,0.235,0.0,0.119,0.66,103.953,144533.0,4.0
Go Crazy,Chris Brown & Young Thug,28,25,3,52,1,1IIKrJVP1C9N7iPtG6eOsK,0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,176960.0,4.0
Go!,Moneybagg Yo Featuring BIG30,100,80,52,4,1,6PERP62TejQjgHu81OHxgM,0.556,0.661,6.0,-5.052,0.0,0.204,0.3,0.0,0.101,0.668,168.56,178148.0,4.0
Go2DaMoon,Playboi Carti Featuring Kanye West,82,0,82,1,1,0F13K9dwYH2zpTWiR8d628,0.693,0.434,4.0,-8.786,0.0,0.385,0.204,0.0,0.277,0.542,147.066,119738.0,4.0
